,course_title,start_date,students_number
569,PHP-разработчик с 0 до PRO. Часть 1,2019-03-01,91
570,PHP-разработчик с 0 до PRO. Часть 1,2019-04-01,84
571,PHP-разработчик с 0 до PRO. Часть 1,2019-05-01,95
572,PHP-разработчик с 0 до PRO. Часть 1,2019-06-01,84
573,PHP-разработчик с 0 до PRO. Часть 1,2019-07-01,93
574,Java-разработчик,2016-03-01,0
575,Java-разработчик,2016-04-01,0
576,Java-разработчик,2016-05-01,0
577,Java-разработчик,2016-06-01,0
578,Java-разработчик,2016-07-01,0
579,Java-разработчик,2016-08-01,0
580,Java-разработчик,2016-09-01,0
581,Java-разработчик,2016-10-01,0
582,Java-разработчик,2016-11-01,0
583,Java-разработчик,2016-12-01,0
584,Java-разработчик,2017-01-01,0
585,Java-разработчик,2017-02-01,0
586,Java-разработчик,2017-03-01,0
587,Java-разработчик,2017-04-01,0
588,Java-разработчик,2017-05-01,0
589,Java-разработчик,2017-06-01,0
590,Java-разработчик,2017-07-01,0
591,Java-разработчик,2017-08-01,0
592,Java-разработчик,2017-09-01,0
593,Java-разработчик,2017-10-01,0
594,Java-разработчик,2017-11-01,0
595,Java-разработчик,2017-12-01,0
596,Java-разработчик,2018-01-01,8
597,Java-разработчик,2018-02-01,30
598,Java-разработчик,2018-03-01,38
599,Java-разработчик,2018-04-01,46
600,Java-разработчик,2018-05-01,51
601,Java-разработчик,2018-06-01,87
602,Java-разработчик,2018-07-01,116
603,Java-разработчик,2018-08-01,126
604,Java-разработчик,2018-09-01,133
605,Java-разработчик,2018-10-01,136
606,Java-разработчик,2018-11-01,128
607,Java-разработчик,2018-12-01,263
608,Java-разработчик,2019-01-01,279
609,Java-разработчик,2019-02-01,261
610,Java-разработчик,2019-03-01,259
611,Java-разработчик,2019-04-01,184
612,Java-разработчик,2019-05-01,137
613,Java-разработчик,2019-06-01,106
614,Java-разработчик,2019-07-01,58
